Order_ID,Product,Category,Warehouse,Supplier,Order_Date,Delivery_Date,Quantity,Price_per_Unit,Total_Cost,Delivery_Delay_Days,Spoilage_%
ORD1226,Bread,Perishable,WH_A,Supplier_X,2024-08-14,2024-08-16,143,98.15,14035.45,2,7.0
ORD1227,Bread,Perishable,WH_B,Supplier_Y,2024-08-15,2024-08-17,76,26.6,2021.6000000000001,2,1.04
ORD1228,Eggs,Non-Perishable,WH_B,Supplier_Z,2024-08-16,2024-08-18,345,43.38,14966.1,2,3.99
ORD1229,Fruits,Non-Perishable,WH_B,Supplier_Y,2024-08-17,2024-08-19,16,56.54,904.64,2,7.23
ORD1230,Bread,Perishable,WH_C,Supplier_X,2024-08-18,2024-08-20,445,80.21,35693.45,2,2.8
ORD1231,Milk,Perishable,WH_C,Supplier_Z,2024-08-19,2024-08-21,23,57.14,1314.22,2,6.87
ORD1232,Fruits,Perishable,WH_B,Supplier_X,2024-08-20,2024-08-22,82,63.23,5184.86,2,0.24
ORD1233,Fruits,Perishable,WH_B,Supplier_X,2024-08-21,2024-08-23,408,26.48,10803.84,2,3.06
ORD1234,Milk,Perishable,WH_B,Supplier_Y,2024-08-22,2024-08-24,414,85.46,35380.439999999995,2,5.49
ORD1235,Bread,Perishable,WH_C,Supplier_Z,2024-08-23,2024-08-25,172,45.72,7863.84,2,6.32
ORD1236,Milk,Perishable,WH_C,Supplier_X,2024-08-24,2024-08-26,75,18.39,1379.25,2,5.77
ORD1237,Fruits,Perishable,WH_A,Supplier_X,2024-08-25,2024-08-27,356,68.1,24243.6,2,6.98
ORD1238,Vegetables,Perishable,WH_A,Supplier_Z,2024-08-26,2024-08-28,139,25.53,3548.67,2,0.06
ORD1239,Vegetables,Perishable,WH_B,Supplier_X,2024-08-27,2024-08-29,428,14.27,6107.5599999999995,2,1.01
ORD1240,Eggs,Perishable,WH_C,Supplier_X,2024-08-28,2024-08-30,475,86.89,41272.75,2,8.69
ORD1241,Milk,Perishable,WH_C,Supplier_Z,2024-08-29,2024-08-31,215,48.72,10474.8,2,6.82
ORD1242,Milk,Perishable,WH_C,Supplier_Z,2024-08-30,2024-09-01,285,76.18,21711.300000000003,2,1.13
ORD1243,Eggs,Non-Perishable,WH_B,Supplier_Z,2024-08-31,2024-09-02,475,32.61,15489.75,2,8.42
ORD1244,Eggs,Perishable,WH_A,Supplier_Z,2024-09-01,2024-09-03,265,79.76,21136.4,2,2.42
ORD1245,Eggs,Perishable,WH_B,Supplier_Y,2024-09-02,2024-09-04,275,15.63,4298.25,2,4.78
ORD1246,Fruits,Non-Perishable,WH_A,Supplier_Z,2024-09-03,2024-09-05,34,38.82,1319.88,2,1.45
ORD1247,Milk,Perishable,WH_A,Supplier_Y,2024-09-04,2024-09-06,459,97.92,44945.28,2,7.1
ORD1248,Fruits,Perishable,WH_B,Supplier_Y,2024-09-05,2024-09-07,290,80.43,23324.7,2,6.67
ORD1249,Eggs,Perishable,WH_A,Supplier_Y,2024-09-06,2024-09-08,262,52.24,13686.880000000001,2,2.11
ORD1250,Milk,Perishable,WH_A,Supplier_X,2024-09-07,2024-09-09,319,37.28,11892.32,2,8.63
ORD1251,Fruits,Non-Perishable,WH_C,Supplier_Y,2024-09-08,2024-09-10,298,87.85,26179.3,2,4.01
ORD1252,Fruits,Perishable,WH_A,Supplier_Y,2024-09-09,2024-09-11,173,56.76,9819.48,2,2.93
ORD1253,Eggs,Perishable,WH_B,Supplier_X,2024-09-10,2024-09-12,104,77.05,8013.2,2,1.52
ORD1254,Milk,Perishable,WH_B,Supplier_X,2024-09-11,2024-09-13,279,76.64,21382.56,2,2.66
ORD1255,Eggs,Perishable,WH_A,Supplier_X,2024-09-12,2024-09-14,330,6.7,2211.0,2,0.22
ORD1256,Milk,Perishable,WH_C,Supplier_Z,2024-09-13,2024-09-15,119,16.99,2021.8099999999997,2,5.83
ORD1257,Vegetables,Perishable,WH_C,Supplier_X,2024-09-14,2024-09-16,345,67.66,23342.699999999997,2,8.42
ORD1258,Bread,Perishable,WH_A,Supplier_X,2024-09-15,2024-09-17,319,20.35,6491.650000000001,2,5.49
ORD1259,Bread,Non-Perishable,WH_A,Supplier_Y,2024-09-16,2024-09-18,247,29.27,7229.69,2,2.19
ORD1260,Bread,Perishable,WH_B,Supplier_X,2024-09-17,2024-09-19,390,94.93,37022.700000000004,2,0.34
ORD1261,Eggs,Perishable,WH_A,Supplier_Z,2024-09-18,2024-09-20,445,58.22,25907.899999999998,2,2.15
ORD1262,Vegetables,Perishable,WH_C,Supplier_X,2024-09-19,2024-09-21,396,76.32,30222.719999999998,2,4.16
ORD1263,Milk,Perishable,WH_A,Supplier_Z,2024-09-20,2024-09-22,492,58.01,28540.92,2,7.6
ORD1264,Fruits,Perishable,WH_B,Supplier_X,2024-09-21,2024-09-23,434,57.49,24950.66,2,1.88
ORD1265,Milk,Perishable,WH_B,Supplier_X,2024-09-22,2024-09-24,399,13.94,5562.0599999999995,2,7.2
ORD1266,Fruits,Perishable,WH_B,Supplier_X,2024-09-23,2024-09-25,34,37.65,1280.1,2,8.67
ORD1267,Milk,Perishable,WH_B,Supplier_X,2024-09-24,2024-09-26,150,31.83,4774.5,2,4.54
ORD1268,Vegetables,Perishable,WH_B,Supplier_Z,2024-09-25,2024-09-27,126,42.12,5307.12,2,8.21
ORD1269,Fruits,Non-Perishable,WH_A,Supplier_Z,2024-09-26,2024-09-28,491,80.84,39692.44,2,5.55
ORD1270,Eggs,Perishable,WH_A,Supplier_Y,2024-09-27,2024-09-29,401,40.33,16172.33,2,6.37
ORD1271,Milk,Perishable,WH_A,Supplier_Z,2024-09-28,2024-09-30,414,47.91,19834.739999999998,2,5.26
ORD1272,Milk,Perishable,WH_A,Supplier_X,2024-09-29,2024-10-01,491,42.75,20990.25,2,4.63
ORD1273,Fruits,Non-Perishable,WH_B,Supplier_Y,2024-09-30,2024-10-02,461,13.87,6394.07,2,2.35
ORD1274,Eggs,Perishable,WH_C,Supplier_Y,2024-10-01,2024-10-03,34,46.9,1594.6,2,3.03
ORD1275,Eggs,Perishable,WH_A,Supplier_Y,2024-10-02,2024-10-04,88,23.58,2075.04,2,2.9
ORD1276,Vegetables,Non-Perishable,WH_C,Supplier_X,2024-10-03,2024-10-05,77,22.74,1750.9799999999998,2,5.63
ORD1277,Eggs,Non-Perishable,WH_A,Supplier_Z,2024-10-04,2024-10-06,182,13.93,2535.2599999999998,2,1.2
ORD1278,Eggs,Non-Perishable,WH_A,Supplier_X,2024-10-05,2024-10-07,453,38.88,17612.64,2,9.17
ORD1279,Eggs,Perishable,WH_C,Supplier_Y,2024-10-06,2024-10-08,21,76.96,1616.1599999999999,2,7.21
ORD1280,Bread,Perishable,WH_B,Supplier_X,2024-10-07,2024-10-09,297,31.26,9284.220000000001,2,4.01
ORD1281,Vegetables,Perishable,WH_A,Supplier_X,2024-10-08,2024-10-10,137,34.67,4749.79,2,1.59
ORD1282,Milk,Non-Perishable,WH_A,Supplier_Z,2024-10-09,2024-10-11,105,66.05,6935.25,2,8.82
ORD1283,Fruits,Perishable,WH_A,Supplier_Z,2024-10-10,2024-10-12,101,23.6,2383.6000000000004,2,8.24
ORD1284,Milk,Perishable,WH_C,Supplier_Y,2024-10-11,2024-10-13,150,90.21,13531.499999999998,2,7.22
ORD1285,Vegetables,Perishable,WH_B,Supplier_X,2024-10-12,2024-10-14,40,54.42,2176.8,2,2.72
ORD1286,Fruits,Non-Perishable,WH_C,Supplier_X,2024-10-13,2024-10-15,343,47.52,16299.36,2,4.02
ORD1287,Vegetables,Perishable,WH_C,Supplier_Z,2024-10-14,2024-10-16,29,57.99,1681.71,2,1.03
ORD1288,Eggs,Perishable,WH_B,Supplier_X,2024-10-15,2024-10-17,155,20.77,3219.35,2,1.89
ORD1289,Fruits,Perishable,WH_C,Supplier_X,2024-10-16,2024-10-18,486,63.28,30754.08,2,7.83
ORD1290,Eggs,Perishable,WH_B,Supplier_X,2024-10-17,2024-10-19,325,39.49,12834.25,2,7.15
ORD1291,Milk,Perishable,WH_A,Supplier_Z,2024-10-18,2024-10-20,456,90.23,41144.880000000005,2,5.93
ORD1292,Milk,Perishable,WH_B,Supplier_Y,2024-10-19,2024-10-21,399,21.04,8394.96,2,8.96
ORD1293,Fruits,Perishable,WH_A,Supplier_Y,2024-10-20,2024-10-22,169,53.17,8985.73,2,5.83
ORD1294,Fruits,Perishable,WH_C,Supplier_X,2024-10-21,2024-10-23,358,61.82,22131.56,2,4.67
ORD1295,Vegetables,Perishable,WH_C,Supplier_Y,2024-10-22,2024-10-24,52,8.17,424.84,2,3.4
ORD1296,Vegetables,Perishable,WH_A,Supplier_Z,2024-10-23,2024-10-25,263,39.55,10401.65,2,9.4
ORD1297,Eggs,Perishable,WH_C,Supplier_Z,2024-10-24,2024-10-26,139,74.6,10369.4,2,0.83
ORD1298,Fruits,Perishable,WH_B,Supplier_Y,2024-10-25,2024-10-27,69,82.94,5722.86,2,9.31
ORD1299,Milk,Perishable,WH_A,Supplier_Y,2024-10-26,2024-10-28,160,34.75,5560.0,2,8.27
ORD1300,Vegetables,Perishable,WH_C,Supplier_X,2024-10-27,2024-10-29,476,80.87,38494.12,2,1.3
ORD1301,Vegetables,Perishable,WH_A,Supplier_Y,2024-10-28,2024-10-30,296,96.94,28694.239999999998,2,5.65
ORD1302,Milk,Perishable,WH_B,Supplier_X,2024-10-29,2024-10-31,14,86.4,1209.6000000000001,2,8.67
ORD1303,Vegetables,Non-Perishable,WH_B,Supplier_X,2024-10-30,2024-11-01,476,16.18,7701.68,2,5.72
ORD1304,Eggs,Perishable,WH_C,Supplier_Z,2024-10-31,2024-11-02,427,75.27,32140.289999999997,2,9.07
ORD1305,Fruits,Non-Perishable,WH_B,Supplier_Z,2024-11-01,2024-11-03,275,35.37,9726.75,2,9.43
ORD1306,Milk,Perishable,WH_A,Supplier_Z,2024-11-02,2024-11-04,354,98.9,35010.6,2,4.22
ORD1307,Fruits,Perishable,WH_B,Supplier_Z,2024-11-03,2024-11-05,139,51.11,7104.29,2,3.77
ORD1308,Vegetables,Non-Perishable,WH_A,Supplier_Y,2024-11-04,2024-11-06,391,16.63,6502.33,2,9.36
ORD1309,Vegetables,Perishable,WH_A,Supplier_Z,2024-11-05,2024-11-07,276,73.89,20393.64,2,6.75
ORD1310,Milk,Perishable,WH_B,Supplier_Y,2024-11-06,2024-11-08,187,35.69,6674.03,2,1.16
ORD1311,Eggs,Perishable,WH_C,Supplier_Z,2024-11-07,2024-11-09,262,99.72,26126.64,2,0.42
ORD1312,Bread,Perishable,WH_B,Supplier_Y,2024-11-08,2024-11-10,424,98.08,41585.92,2,5.65
ORD1313,Milk,Non-Perishable,WH_A,Supplier_X,2024-11-09,2024-11-11,65,67.33,4376.45,2,9.3
ORD1314,Bread,Non-Perishable,WH_A,Supplier_Y,2024-11-10,2024-11-12,472,17.33,8179.759999999999,2,8.44
ORD1315,Bread,Non-Perishable,WH_B,Supplier_Y,2024-11-11,2024-11-13,466,70.25,32736.5,2,6.76
ORD1316,Eggs,Perishable,WH_C,Supplier_Z,2024-11-12,2024-11-14,480,13.84,6643.2,2,1.39
ORD1317,Bread,Non-Perishable,WH_C,Supplier_Y,2024-11-13,2024-11-15,92,7.79,716.68,2,2.54
ORD1318,Bread,Non-Perishable,WH_A,Supplier_X,2024-11-14,2024-11-16,402,83.18,33438.36,2,8.76
ORD1319,Eggs,Perishable,WH_A,Supplier_X,2024-11-15,2024-11-17,108,24.93,2692.44,2,1.83
ORD1320,Bread,Perishable,WH_C,Supplier_Z,2024-11-16,2024-11-18,158,41.01,6479.58,2,2.78
ORD1321,Bread,Non-Perishable,WH_B,Supplier_X,2024-11-17,2024-11-19,338,97.48,32948.24,2,1.3
ORD1322,Bread,Perishable,WH_A,Supplier_Y,2024-11-18,2024-11-20,165,37.0,6105.0,2,6.76
ORD1323,Milk,Non-Perishable,WH_A,Supplier_X,2024-11-19,2024-11-21,199,33.17,6600.83,2,9.44
ORD1324,Milk,Perishable,WH_C,Supplier_Z,2024-11-20,2024-11-22,380,92.23,35047.4,2,2.69
ORD1325,Milk,Non-Perishable,WH_B,Supplier_Y,2024-11-21,2024-11-23,272,15.52,4221.44,2,4.75
ORD1326,Eggs,Perishable,WH_C,Supplier_Z,2024-11-22,2024-11-24,89,77.16,6867.24,2,6.34
ORD1327,Vegetables,Perishable,WH_B,Supplier_Y,2024-11-23,2024-11-25,409,98.87,40437.83,2,9.99
ORD1328,Bread,Perishable,WH_B,Supplier_X,2024-11-24,2024-11-26,261,90.62,23651.82,2,1.05
ORD1329,Bread,Non-Perishable,WH_B,Supplier_Z,2024-11-25,2024-11-27,106,66.91,7092.46,2,4.99
ORD1330,Eggs,Perishable,WH_A,Supplier_Z,2024-11-26,2024-11-28,269,34.84,9371.960000000001,2,3.85
ORD1331,Bread,Perishable,WH_C,Supplier_Y,2024-11-27,2024-11-29,269,29.16,7844.04,2,8.66
ORD1332,Milk,Perishable,WH_C,Supplier_Z,2024-11-28,2024-11-30,112,82.83,9276.96,2,4.76
ORD1333,Vegetables,Non-Perishable,WH_B,Supplier_Y,2024-11-29,2024-12-01,49,88.58,4340.42,2,1.11
ORD1334,Fruits,Perishable,WH_A,Supplier_Y,2024-11-30,2024-12-02,282,54.92,15487.44,2,6.34
ORD1335,Bread,Non-Perishable,WH_A,Supplier_Y,2024-12-01,2024-12-03,110,28.21,3103.1,2,7.71
ORD1336,Milk,Perishable,WH_C,Supplier_Y,2024-12-02,2024-12-04,368,15.73,5788.64,2,0.03
ORD1337,Fruits,Perishable,WH_A,Supplier_X,2024-12-03,2024-12-05,389,13.28,5165.92,2,8.59
ORD1338,Vegetables,Perishable,WH_A,Supplier_Y,2024-12-04,2024-12-06,317,73.31,23239.27,2,1.86
ORD1339,Fruits,Perishable,WH_B,Supplier_Z,2024-12-05,2024-12-07,230,44.91,10329.3,2,5.52
ORD1340,Milk,Non-Perishable,WH_A,Supplier_X,2024-12-06,2024-12-08,317,91.01,28850.170000000002,2,4.16
ORD1341,Fruits,Perishable,WH_B,Supplier_Z,2024-12-07,2024-12-09,429,75.27,32290.829999999998,2,7.2
ORD1342,Eggs,Perishable,WH_C,Supplier_X,2024-12-08,2024-12-10,133,23.17,3081.61,2,3.71
ORD1343,Fruits,Non-Perishable,WH_A,Supplier_Y,2024-12-09,2024-12-11,431,63.31,27286.61,2,8.7
ORD1344,Bread,Perishable,WH_C,Supplier_X,2024-12-10,2024-12-12,240,46.37,11128.8,2,7.3
ORD1345,Bread,Perishable,WH_C,Supplier_X,2024-12-11,2024-12-13,187,59.84,11190.08,2,6.48
ORD1346,Eggs,Non-Perishable,WH_A,Supplier_Z,2024-12-12,2024-12-14,72,75.12,5408.64,2,7.96
ORD1347,Milk,Perishable,WH_A,Supplier_Z,2024-12-13,2024-12-15,494,81.59,40305.46,2,7.54
ORD1348,Bread,Perishable,WH_C,Supplier_Y,2024-12-14,2024-12-16,125,85.16,10645.0,2,0.36
ORD1349,Vegetables,Non-Perishable,WH_A,Supplier_X,2024-12-15,2024-12-17,200,29.13,5826.0,2,3.95
ORD1350,Bread,Perishable,WH_B,Supplier_X,2024-12-16,2024-12-18,71,7.96,565.16,2,9.31
ORD1351,Bread,Perishable,WH_B,Supplier_X,2024-12-17,2024-12-19,265,75.23,19935.95,2,1.26
ORD1352,Milk,Perishable,WH_A,Supplier_Y,2024-12-18,2024-12-20,492,15.1,7429.2,2,7.37
ORD1353,Fruits,Non-Perishable,WH_C,Supplier_Y,2024-12-19,2024-12-21,16,34.92,558.72,2,9.75
ORD1354,Bread,Perishable,WH_A,Supplier_Y,2024-12-20,2024-12-22,164,5.36,879.0400000000001,2,0.52
ORD1355,Eggs,Perishable,WH_A,Supplier_Y,2024-12-21,2024-12-23,101,69.76,7045.76,2,6.82
ORD1356,Fruits,Non-Perishable,WH_C,Supplier_Y,2024-12-22,2024-12-24,479,20.88,10001.519999999999,2,4.68
ORD1357,Vegetables,Non-Perishable,WH_C,Supplier_Z,2024-12-23,2024-12-25,23,67.25,1546.75,2,5.79
ORD1358,Milk,Perishable,WH_B,Supplier_X,2024-12-24,2024-12-26,464,99.22,46038.08,2,0.85
ORD1359,Vegetables,Perishable,WH_C,Supplier_X,2024-12-25,2024-12-27,238,11.9,2832.2000000000003,2,0.43
ORD1360,Fruits,Perishable,WH_B,Supplier_X,2024-12-26,2024-12-28,95,12.32,1170.4,2,6.67
ORD1361,Fruits,Non-Perishable,WH_C,Supplier_X,2024-12-27,2024-12-29,142,37.34,5302.280000000001,2,8.23
ORD1362,Fruits,Perishable,WH_A,Supplier_X,2024-12-28,2024-12-30,192,87.31,16763.52,2,7.82
ORD1363,Vegetables,Perishable,WH_B,Supplier_X,2024-12-29,2024-12-31,395,25.48,10064.6,2,5.44
ORD1364,Fruits,Non-Perishable,WH_B,Supplier_X,2024-12-30,2025-01-01,71,39.24,2786.04,2,1.0
ORD1365,Vegetables,Non-Perishable,WH_B,Supplier_X,2024-12-31,2025-01-02,228,11.51,2624.2799999999997,2,6.88
ORD1366,Fruits,Perishable,WH_A,Supplier_Z,2025-01-01,2025-01-03,414,77.5,32085.0,2,2.42
ORD1367,Eggs,Non-Perishable,WH_A,Supplier_X,2025-01-02,2025-01-04,255,43.79,11166.449999999999,2,9.11
ORD1368,Fruits,Perishable,WH_A,Supplier_Z,2025-01-03,2025-01-05,239,77.13,18434.07,2,8.38
ORD1369,Vegetables,Non-Perishable,WH_A,Supplier_Y,2025-01-04,2025-01-06,88,90.84,7993.92,2,7.09
ORD1370,Bread,Perishable,WH_A,Supplier_X,2025-01-05,2025-01-07,158,27.11,4283.38,2,9.49
ORD1371,Fruits,Perishable,WH_B,Supplier_Y,2025-01-06,2025-01-08,147,81.7,12009.9,2,0.31
ORD1372,Bread,Non-Perishable,WH_A,Supplier_Y,2025-01-07,2025-01-09,480,10.61,5092.799999999999,2,7.36
ORD1373,Eggs,Perishable,WH_B,Supplier_Y,2025-01-08,2025-01-10,323,90.39,29195.97,2,3.3
ORD1374,Milk,Perishable,WH_A,Supplier_Z,2025-01-09,2025-01-11,385,66.82,25725.699999999997,2,9.06
ORD1375,Eggs,Non-Perishable,WH_C,Supplier_Y,2025-01-10,2025-01-12,432,88.05,38037.6,2,2.67
ORD1376,Fruits,Non-Perishable,WH_B,Supplier_Y,2025-01-11,2025-01-13,398,5.02,1997.9599999999998,2,7.25
ORD1377,Bread,Perishable,WH_C,Supplier_Y,2025-01-12,2025-01-14,74,21.06,1558.4399999999998,2,8.78
ORD1378,Bread,Perishable,WH_B,Supplier_X,2025-01-13,2025-01-15,22,42.03,924.6600000000001,2,0.42
ORD1379,Vegetables,Perishable,WH_C,Supplier_X,2025-01-14,2025-01-16,222,41.05,9113.099999999999,2,3.98
ORD1380,Bread,Perishable,WH_A,Supplier_Z,2025-01-15,2025-01-17,483,26.54,12818.82,2,7.62
ORD1381,Vegetables,Perishable,WH_A,Supplier_Z,2025-01-16,2025-01-18,251,41.25,10353.75,2,4.55
ORD1382,Milk,Perishable,WH_A,Supplier_X,2025-01-17,2025-01-19,222,17.24,3827.2799999999997,2,2.67
ORD1383,Fruits,Non-Perishable,WH_B,Supplier_Z,2025-01-18,2025-01-20,190,44.21,8399.9,2,2.2
ORD1384,Vegetables,Perishable,WH_C,Supplier_X,2025-01-19,2025-01-21,347,81.22,28183.34,2,1.32
ORD1385,Milk,Perishable,WH_A,Supplier_Y,2025-01-20,2025-01-22,494,50.51,24951.94,2,8.57
ORD1386,Bread,Perishable,WH_C,Supplier_Y,2025-01-21,2025-01-23,182,6.71,1221.22,2,5.75
ORD1387,Bread,Non-Perishable,WH_C,Supplier_Z,2025-01-22,2025-01-24,169,45.04,7611.76,2,0.76
ORD1388,Milk,Perishable,WH_A,Supplier_X,2025-01-23,2025-01-25,173,7.58,1311.34,2,3.83
ORD1389,Bread,Perishable,WH_A,Supplier_X,2025-01-24,2025-01-26,474,96.79,45878.46000000001,2,3.68
ORD1390,Milk,Perishable,WH_C,Supplier_Z,2025-01-25,2025-01-27,492,17.11,8418.119999999999,2,1.82
ORD1391,Vegetables,Perishable,WH_A,Supplier_X,2025-01-26,2025-01-28,197,72.23,14229.310000000001,2,4.36
ORD1392,Vegetables,Perishable,WH_A,Supplier_Y,2025-01-27,2025-01-29,404,97.41,39353.64,2,3.32
ORD1393,Milk,Non-Perishable,WH_A,Supplier_Z,2025-01-28,2025-01-30,200,83.47,16694.0,2,3.42
ORD1394,Vegetables,Non-Perishable,WH_B,Supplier_Z,2025-01-29,2025-01-31,414,71.43,29572.020000000004,2,7.39
ORD1395,Vegetables,Perishable,WH_C,Supplier_X,2025-01-30,2025-02-01,317,84.75,26865.75,2,2.23
ORD1396,Vegetables,Perishable,WH_C,Supplier_Z,2025-01-31,2025-02-02,265,98.27,26041.55,2,6.42
ORD1397,Eggs,Non-Perishable,WH_B,Supplier_X,2025-02-01,2025-02-03,192,64.03,12293.76,2,5.71
ORD1398,Fruits,Non-Perishable,WH_C,Supplier_X,2025-02-02,2025-02-04,126,58.12,7323.12,2,5.68
ORD1399,Bread,Perishable,WH_A,Supplier_X,2025-02-03,2025-02-05,291,64.68,18821.88,2,6.63
ORD1400,Eggs,Perishable,WH_C,Supplier_X,2025-02-04,2025-02-06,205,55.6,11398.0,2,5.48
ORD1401,Vegetables,Perishable,WH_A,Supplier_X,2025-02-05,2025-02-07,43,65.33,2809.19,2,8.79
ORD1402,Milk,Perishable,WH_B,Supplier_Z,2025-02-06,2025-02-08,61,47.74,2912.1400000000003,2,6.76
ORD1403,Vegetables,Non-Perishable,WH_A,Supplier_Y,2025-02-07,2025-02-09,121,25.75,3115.75,2,5.47
ORD1404,Fruits,Non-Perishable,WH_C,Supplier_Y,2025-02-08,2025-02-10,261,16.42,4285.620000000001,2,8.3
ORD1405,Vegetables,Non-Perishable,WH_C,Supplier_Z,2025-02-09,2025-02-11,91,11.49,1045.59,2,6.06
ORD1406,Milk,Perishable,WH_C,Supplier_Z,2025-02-10,2025-02-12,241,30.01,7232.410000000001,2,2.91
ORD1407,Fruits,Perishable,WH_B,Supplier_Y,2025-02-11,2025-02-13,236,9.38,2213.6800000000003,2,2.07
ORD1408,Vegetables,Non-Perishable,WH_B,Supplier_Y,2025-02-12,2025-02-14,242,58.88,14248.960000000001,2,1.52
ORD1409,Fruits,Non-Perishable,WH_C,Supplier_Y,2025-02-13,2025-02-15,230,31.96,7350.8,2,8.99
ORD1410,Bread,Perishable,WH_A,Supplier_Y,2025-02-14,2025-02-16,445,83.33,37081.85,2,7.1
ORD1411,Bread,Non-Perishable,WH_B,Supplier_Y,2025-02-15,2025-02-17,422,12.05,5085.1,2,9.37
ORD1412,Vegetables,Non-Perishable,WH_C,Supplier_X,2025-02-16,2025-02-18,431,26.5,11421.5,2,6.03
ORD1413,Fruits,Perishable,WH_C,Supplier_Z,2025-02-17,2025-02-19,51,74.37,3792.8700000000003,2,4.73
ORD1414,Milk,Perishable,WH_B,Supplier_X,2025-02-18,2025-02-20,30,61.89,1856.7,2,0.6
ORD1415,Vegetables,Perishable,WH_B,Supplier_Y,2025-02-19,2025-02-21,51,11.13,567.63,2,6.72
ORD1416,Bread,Perishable,WH_B,Supplier_Y,2025-02-20,2025-02-22,406,88.34,35866.04,2,5.82
ORD1417,Bread,Perishable,WH_A,Supplier_Y,2025-02-21,2025-02-23,122,88.34,10777.48,2,9.9
ORD1418,Vegetables,Non-Perishable,WH_A,Supplier_X,2025-02-22,2025-02-24,114,36.39,4148.46,2,2.39
ORD1419,Fruits,Perishable,WH_C,Supplier_X,2025-02-23,2025-02-25,201,37.34,7505.340000000001,2,5.31
ORD1420,Bread,Perishable,WH_B,Supplier_Y,2025-02-24,2025-02-26,26,98.96,2572.96,2,6.51
ORD1421,Fruits,Perishable,WH_A,Supplier_X,2025-02-25,2025-02-27,129,64.49,8319.21,2,6.45
ORD1422,Bread,Perishable,WH_B,Supplier_X,2025-02-26,2025-02-28,402,55.48,22302.96,2,5.61
ORD1423,Bread,Non-Perishable,WH_C,Supplier_Y,2025-02-27,2025-03-01,434,84.62,36725.08,2,7.77
ORD1424,Eggs,Perishable,WH_A,Supplier_X,2025-02-28,2025-03-02,138,32.1,4429.8,2,2.05
ORD1425,Bread,Perishable,WH_A,Supplier_Z,2025-03-01,2025-03-03,139,45.77,6362.030000000001,2,7.26
ORD1426,Milk,Non-Perishable,WH_A,Supplier_Z,2025-03-02,2025-03-04,69,30.44,2100.36,2,6.2
ORD1427,Vegetables,Perishable,WH_C,Supplier_Z,2025-03-03,2025-03-05,57,79.97,4558.29,2,8.96
ORD1428,Vegetables,Perishable,WH_B,Supplier_Z,2025-03-04,2025-03-06,38,59.47,2259.86,2,8.47
ORD1429,Fruits,Perishable,WH_A,Supplier_Y,2025-03-05,2025-03-07,106,67.59,7164.54,2,3.15
ORD1430,Bread,Perishable,WH_C,Supplier_Y,2025-03-06,2025-03-08,19,28.97,550.43,2,2.76
ORD1431,Milk,Perishable,WH_B,Supplier_Y,2025-03-07,2025-03-09,251,25.92,6505.92,2,9.82
ORD1432,Fruits,Perishable,WH_C,Supplier_Z,2025-03-08,2025-03-10,323,51.4,16602.2,2,5.27
ORD1433,Eggs,Perishable,WH_B,Supplier_Z,2025-03-09,2025-03-11,453,75.07,34006.71,2,9.06
ORD1434,Fruits,Non-Perishable,WH_C,Supplier_X,2025-03-10,2025-03-12,241,54.9,13230.9,2,1.64
ORD1435,Fruits,Perishable,WH_B,Supplier_X,2025-03-11,2025-03-13,286,8.1,2316.6,2,6.43
ORD1436,Bread,Perishable,WH_A,Supplier_Z,2025-03-12,2025-03-14,293,87.51,25640.43,2,8.1
ORD1437,Eggs,Perishable,WH_B,Supplier_Z,2025-03-13,2025-03-15,212,11.15,2363.8,2,9.47
ORD1438,Fruits,Perishable,WH_C,Supplier_Z,2025-03-14,2025-03-16,256,95.8,24524.8,2,3.37
ORD1439,Milk,Perishable,WH_C,Supplier_Z,2025-03-15,2025-03-17,299,7.39,2209.61,2,7.25
ORD1440,Milk,Perishable,WH_B,Supplier_X,2025-03-16,2025-03-18,273,70.97,19374.81,2,5.39
ORD1441,Vegetables,Non-Perishable,WH_A,Supplier_Z,2025-03-17,2025-03-19,452,12.81,5790.12,2,0.61
ORD1442,Eggs,Perishable,WH_A,Supplier_X,2025-03-18,2025-03-20,223,91.51,20406.73,2,6.9
ORD1443,Eggs,Perishable,WH_B,Supplier_Z,2025-03-19,2025-03-21,209,49.12,10266.08,2,6.9
ORD1444,Vegetables,Perishable,WH_B,Supplier_Z,2025-03-20,2025-03-22,442,18.06,7982.5199999999995,2,9.31
ORD1445,Fruits,Non-Perishable,WH_C,Supplier_Z,2025-03-21,2025-03-23,88,37.38,3289.44,2,4.97
ORD1446,Eggs,Perishable,WH_A,Supplier_X,2025-03-22,2025-03-24,410,20.66,8470.6,2,2.3
ORD1447,Milk,Perishable,WH_B,Supplier_X,2025-03-23,2025-03-25,453,21.21,9608.130000000001,2,0.45
ORD1448,Milk,Perishable,WH_A,Supplier_Y,2025-03-24,2025-03-26,352,95.07,33464.64,2,4.16
ORD1449,Bread,Non-Perishable,WH_B,Supplier_Z,2025-03-25,2025-03-27,353,47.3,16696.899999999998,2,3.02
ORD1450,Eggs,Perishable,WH_B,Supplier_Y,2025-03-26,2025-03-28,182,79.94,14549.08,2,7.61
ORD1451,Fruits,Non-Perishable,WH_A,Supplier_Y,2025-03-27,2025-03-29,476,65.76,31301.760000000002,2,3.54
ORD1452,Vegetables,Perishable,WH_B,Supplier_X,2025-03-28,2025-03-30,78,69.26,5402.280000000001,2,9.49
ORD1453,Vegetables,Perishable,WH_B,Supplier_X,2025-03-29,2025-03-31,425,17.51,7441.750000000001,2,9.62
