Product type,SKU,Price,Availability,Number of products sold,Revenue generated,Customer demographics,Stock levels,Lead times,Order quantities,Shipping times,Shipping carriers,Shipping costs,Supplier name,Location,Lead time,Production volumes,Manufacturing lead time,Manufacturing costs,Inspection results,Defect rates,Transportation modes,Routes,Costs
skincare,SKU128,69.894468,78,43,1720.218736,Non-binary,87,25,56,5,Carrier C,8.643158,Supplier 1,Delhi,9,353,9,18.295636,Pending,2.301269,Air,Route C,763.203301
haircare,SKU129,84.488687,1,860,3615.315983,Non-binary,62,14,14,7,Carrier A,3.537233,Supplier 2,Delhi,2,739,3,77.745429,Pass,1.424154,Rail,Route B,474.6885
skincare,SKU130,62.229091,67,901,7483.241962,Unknown,17,12,12,8,Carrier A,9.327933,Supplier 4,Bangalore,20,261,20,65.151593,Pending,4.735618,Road,Route A,202.192737
cosmetics,SKU131,88.528469,26,872,1101.154358,Male,2,15,56,3,Carrier A,5.534263,Supplier 5,Bangalore,27,764,8,42.542507,Pending,1.852415,Rail,Route B,105.530366
skincare,SKU132,88.827493,36,188,2940.275978,Non-binary,66,22,91,8,Carrier B,2.573121,Supplier 4,Mumbai,22,116,9,31.559375,Pass,3.601633,Road,Route B,747.881907
cosmetics,SKU133,40.084139,14,515,7005.822776,Unknown,56,10,54,9,Carrier A,3.653769,Supplier 2,Bangalore,14,440,4,80.381685,Pass,4.573597,Rail,Route A,551.193816
skincare,SKU134,13.462686,18,603,4112.001198,Unknown,52,20,73,9,Carrier C,6.696275,Supplier 1,Chennai,27,345,30,30.908112,Pending,0.888641,Sea,Route B,753.512246
skincare,SKU135,85.113537,90,463,4979.118799,Female,46,7,22,5,Carrier A,5.623475,Supplier 2,Kolkata,8,367,4,67.308415,Pass,3.444126,Sea,Route C,494.825921
cosmetics,SKU136,36.839145,31,299,4761.160588,Female,31,15,37,10,Carrier A,2.111901,Supplier 3,Mumbai,18,981,25,16.517081,Fail,2.353992,Rail,Route A,944.477486
haircare,SKU137,84.507271,56,46,9040.857767,Female,51,16,2,3,Carrier C,7.772745,Supplier 1,Chennai,8,681,6,66.329856,Pending,0.094415,Air,Route B,839.794322
haircare,SKU138,75.367301,59,469,3313.697771,Unknown,22,19,40,2,Carrier B,2.142487,Supplier 2,Delhi,24,871,3,72.968284,Pending,3.258504,Road,Route B,418.545007
cosmetics,SKU139,14.280054,44,736,2198.598182,Non-binary,76,18,82,9,Carrier B,5.343635,Supplier 1,Delhi,10,703,13,31.484944,Fail,1.813837,Rail,Route A,180.662406
haircare,SKU140,79.170509,77,554,5567.408394,Unknown,92,25,39,10,Carrier A,1.103076,Supplier 2,Chennai,27,715,22,22.869169,Fail,1.413915,Rail,Route B,491.352994
haircare,SKU141,53.979074,98,403,5016.226843,Male,35,5,27,5,Carrier B,4.66964,Supplier 5,Chennai,21,165,10,76.849353,Pass,1.544531,Rail,Route A,286.873796
haircare,SKU142,55.487713,71,671,2005.889827,Unknown,18,8,81,5,Carrier A,3.436482,Supplier 3,Kolkata,29,343,25,54.666162,Fail,1.532399,Road,Route C,566.793309
skincare,SKU143,53.203496,95,255,4293.666241,Non-binary,32,2,45,8,Carrier C,4.938823,Supplier 1,Bangalore,6,308,15,94.827453,Fail,2.807319,Sea,Route A,699.542259
skincare,SKU144,88.378328,76,21,2489.219477,Male,98,8,71,4,Carrier B,7.865933,Supplier 5,Delhi,1,475,8,13.351725,Fail,4.659622,Air,Route B,281.004942
skincare,SKU145,53.625699,94,432,6976.66301,Male,36,8,94,10,Carrier A,9.34126,Supplier 2,Bangalore,3,561,22,20.661761,Fail,0.21231,Road,Route B,978.87016
haircare,SKU146,56.433812,13,328,4782.810343,Non-binary,52,8,40,6,Carrier A,8.644183,Supplier 1,Mumbai,1,902,9,66.601483,Fail,0.744465,Road,Route C,855.802987
haircare,SKU147,65.893316,16,812,8419.507651,Male,98,13,67,3,Carrier B,3.86252,Supplier 4,Mumbai,23,817,14,10.375961,Fail,4.749013,Road,Route A,521.101459
haircare,SKU148,79.169549,71,639,3166.182477,Female,5,30,72,3,Carrier C,4.12487,Supplier 1,Kolkata,28,265,24,54.899605,Pending,4.916025,Sea,Route A,671.53923
skincare,SKU149,81.198205,94,271,1932.988084,Female,51,9,68,8,Carrier B,7.001118,Supplier 3,Bangalore,30,539,15,86.707418,Pass,3.968469,Road,Route A,901.869495
skincare,SKU150,19.954833,94,535,4977.725842,Unknown,47,22,79,10,Carrier A,4.311388,Supplier 1,Mumbai,28,970,13,41.592588,Fail,0.307256,Rail,Route C,393.329847
skincare,SKU151,11.429093,74,794,1194.034155,Female,54,18,79,9,Carrier C,4.365288,Supplier 4,Chennai,17,449,10,31.227328,Fail,2.067761,Rail,Route C,236.912502
haircare,SKU152,83.660052,8,960,8739.243618,Female,88,19,95,6,Carrier C,8.579902,Supplier 2,Kolkata,11,927,28,66.950567,Pass,0.835358,Sea,Route B,675.087169
haircare,SKU153,80.056046,52,68,6398.998188,Female,14,7,74,9,Carrier B,1.944558,Supplier 1,Bangalore,20,983,13,44.480362,Pass,1.01616,Air,Route B,989.320994
haircare,SKU154,97.89842,92,742,9480.24185,Unknown,94,1,75,8,Carrier C,3.858764,Supplier 4,Delhi,5,675,7,56.580997,Pending,0.937724,Air,Route C,641.138048
skincare,SKU155,67.546278,12,163,8868.668797,Male,82,4,53,1,Carrier C,5.984523,Supplier 1,Kolkata,28,176,6,87.099869,Pending,1.976552,Road,Route C,499.745731
skincare,SKU156,56.203627,69,831,7126.370482,Male,2,13,74,7,Carrier C,7.458345,Supplier 1,Mumbai,25,710,3,55.271731,Fail,4.827078,Rail,Route C,304.836467
haircare,SKU157,65.421993,22,354,2087.356442,Unknown,92,21,19,8,Carrier B,9.544831,Supplier 3,Mumbai,25,655,14,70.417829,Pending,0.490018,Road,Route B,296.971891
cosmetics,SKU158,74.736009,63,146,5053.713395,Non-binary,78,29,76,9,Carrier B,3.82979,Supplier 5,Kolkata,6,290,1,91.193669,Pending,0.998641,Rail,Route B,924.852498
cosmetics,SKU159,12.669549,47,975,2346.811538,Unknown,91,12,75,4,Carrier A,9.560641,Supplier 5,Bangalore,9,575,13,54.412604,Fail,1.082937,Road,Route A,245.386691
skincare,SKU160,84.455661,26,723,3251.692136,Female,54,24,73,9,Carrier C,8.432388,Supplier 1,Kolkata,24,374,13,96.652068,Pass,3.874855,Rail,Route C,238.826875
haircare,SKU161,79.115241,90,254,8979.771955,Female,23,12,88,10,Carrier C,2.558194,Supplier 3,Kolkata,13,133,25,86.292024,Pending,0.761848,Rail,Route A,934.257879
skincare,SKU162,67.711698,53,442,9771.806903,Male,35,12,62,9,Carrier B,2.300941,Supplier 3,Mumbai,23,163,6,1.866241,Fail,2.116494,Road,Route B,920.694489
skincare,SKU163,78.970953,24,430,4181.032362,Male,4,28,17,4,Carrier A,9.199261,Supplier 3,Bangalore,25,154,26,97.051731,Fail,2.143633,Air,Route B,780.348698
skincare,SKU164,16.994936,75,504,5882.59155,Unknown,97,1,14,4,Carrier A,2.412563,Supplier 1,Delhi,6,779,18,92.852457,Pass,3.367236,Road,Route C,260.892611
cosmetics,SKU165,26.853252,28,351,6658.450378,Female,92,6,62,4,Carrier A,3.982403,Supplier 4,Bangalore,5,634,12,26.812025,Pass,0.515399,Rail,Route B,329.364613
haircare,SKU166,11.85908,35,620,3284.319418,Non-binary,81,7,34,8,Carrier A,6.469273,Supplier 5,Kolkata,17,649,18,83.77058,Fail,4.65219,Road,Route B,119.564073
haircare,SKU167,5.304925,48,339,3717.253954,Male,55,2,70,4,Carrier B,5.546205,Supplier 2,Mumbai,28,752,4,22.878672,Fail,0.865078,Sea,Route C,328.723224
cosmetics,SKU168,63.803497,81,751,3728.752088,Unknown,6,20,4,9,Carrier C,5.373005,Supplier 4,Bangalore,12,360,16,29.621171,Pending,4.368882,Sea,Route B,438.089357
skincare,SKU169,30.776758,52,620,7086.625759,Unknown,43,10,85,3,Carrier C,4.85669,Supplier 3,Mumbai,13,615,18,8.838928,Pending,1.13585,Air,Route A,773.931684
haircare,SKU170,81.402552,48,500,9494.617824,Male,34,8,86,8,Carrier C,6.061497,Supplier 3,Chennai,29,583,21,21.204445,Pass,3.188948,Air,Route C,766.446103
skincare,SKU171,93.584757,78,92,4275.744875,Unknown,48,16,23,5,Carrier B,1.919098,Supplier 4,Kolkata,20,426,14,54.108858,Pass,3.971884,Road,Route A,347.741366
haircare,SKU172,92.319529,84,628,3173.354047,Female,49,8,59,8,Carrier C,1.756809,Supplier 3,Kolkata,14,783,18,98.937686,Pending,4.259751,Sea,Route A,866.493456
cosmetics,SKU173,42.827898,17,260,8719.88169,Unknown,81,29,75,10,Carrier B,3.041135,Supplier 1,Bangalore,4,602,12,48.723841,Pending,4.880728,Air,Route A,379.702388
haircare,SKU174,8.998668,12,287,5181.77967,Non-binary,37,7,17,2,Carrier B,8.606333,Supplier 2,Chennai,5,317,6,5.834331,Fail,4.90518,Road,Route B,132.7262
cosmetics,SKU175,78.920633,69,12,3968.397438,Non-binary,92,4,74,3,Carrier C,6.287261,Supplier 4,Bangalore,26,669,25,93.203017,Pending,3.407154,Air,Route B,834.023967
haircare,SKU176,77.800341,36,31,9666.83786,Female,59,26,19,2,Carrier B,8.158991,Supplier 2,Delhi,11,631,24,19.880301,Fail,1.417584,Sea,Route A,524.661462
cosmetics,SKU177,47.553011,70,782,5281.826059,Non-binary,36,20,48,5,Carrier B,4.40872,Supplier 3,Kolkata,3,319,2,98.743747,Pending,2.145545,Sea,Route A,646.858894
cosmetics,SKU178,88.457739,51,996,9403.897799,Non-binary,60,3,92,9,Carrier B,9.204595,Supplier 5,Chennai,25,683,29,64.864069,Pending,3.868542,Air,Route B,248.797335
cosmetics,SKU179,24.583349,67,39,1903.805004,Non-binary,73,18,71,9,Carrier C,8.77567,Supplier 4,Chennai,24,160,4,10.975787,Fail,2.866418,Rail,Route B,832.612371
skincare,SKU180,19.11727,27,363,7581.594778,Unknown,65,9,18,5,Carrier A,1.474943,Supplier 1,Kolkata,15,895,1,86.048927,Pending,0.781934,Air,Route C,660.261104
cosmetics,SKU181,48.277004,3,816,4093.330906,Unknown,38,4,75,10,Carrier B,3.486117,Supplier 2,Bangalore,15,799,21,91.916983,Pending,4.291642,Rail,Route A,123.696109
haircare,SKU182,86.872382,40,636,9543.005585,Non-binary,54,5,37,3,Carrier A,2.856129,Supplier 2,Kolkata,23,655,19,70.08212,Pending,2.783594,Rail,Route A,597.038523
skincare,SKU183,98.636291,77,196,5779.278655,Unknown,38,4,39,3,Carrier B,6.95684,Supplier 1,Kolkata,25,170,17,37.352003,Pending,3.263208,Air,Route A,518.303755
skincare,SKU184,74.454017,21,798,2930.981445,Male,33,14,87,6,Carrier A,8.12884,Supplier 2,Chennai,19,943,6,84.096189,Fail,0.613922,Air,Route C,947.618589
cosmetics,SKU185,32.052531,24,520,4984.420435,Female,59,1,32,1,Carrier A,7.268365,Supplier 1,Chennai,1,327,5,80.880693,Pending,2.032493,Road,Route C,617.858202
cosmetics,SKU186,30.782811,63,704,3622.643265,Unknown,72,1,72,10,Carrier A,2.183871,Supplier 3,Kolkata,16,235,20,21.906714,Fail,2.881004,Air,Route A,482.981754
cosmetics,SKU187,84.241915,32,906,8422.586817,Female,40,16,35,3,Carrier A,3.113823,Supplier 1,Delhi,19,795,2,76.653657,Fail,4.36475,Sea,Route B,755.277964
skincare,SKU188,92.016491,15,478,6414.12944,Non-binary,46,17,20,4,Carrier B,1.972101,Supplier 4,Mumbai,3,637,16,66.839399,Fail,3.970645,Rail,Route A,687.929027
cosmetics,SKU189,90.014385,51,455,9411.127968,Non-binary,77,28,56,10,Carrier A,8.788413,Supplier 4,Chennai,11,305,15,22.978585,Pending,4.496355,Air,Route A,616.000458
haircare,SKU190,3.805777,93,945,3070.977966,Non-binary,43,6,25,5,Carrier A,2.426516,Supplier 4,Kolkata,5,753,14,19.854164,Pending,0.673337,Road,Route A,591.530295
skincare,SKU191,84.739852,28,159,1301.950843,Unknown,22,28,37,7,Carrier B,3.841959,Supplier 1,Bangalore,1,372,14,24.680146,Pass,1.271221,Air,Route A,184.021226
cosmetics,SKU192,80.176002,22,487,5506.836457,Female,68,24,34,2,Carrier B,4.010303,Supplier 5,Bangalore,22,971,30,43.55172,Pending,2.705224,Air,Route C,601.562185
skincare,SKU193,61.543213,29,735,6750.232618,Female,37,14,70,1,Carrier C,7.536449,Supplier 4,Mumbai,30,719,24,21.559929,Fail,0.833095,Rail,Route A,526.938109
skincare,SKU194,42.378289,13,732,1701.032728,Female,68,6,42,10,Carrier A,3.24942,Supplier 4,Delhi,12,876,8,47.597035,Pending,4.437022,Air,Route B,481.959047
cosmetics,SKU195,41.626258,76,778,4303.985737,Male,1,13,58,7,Carrier C,6.829367,Supplier 5,Delhi,21,591,22,59.666719,Pass,4.624923,Air,Route A,475.508997
cosmetics,SKU196,25.444951,60,328,4504.311577,Female,44,15,93,10,Carrier A,4.225817,Supplier 1,Chennai,9,593,17,37.987192,Pass,2.988152,Sea,Route A,715.79407
skincare,SKU197,80.419833,10,340,1967.56707,Unknown,4,29,50,2,Carrier C,8.231186,Supplier 1,Delhi,19,644,10,42.347204,Pass,0.862324,Sea,Route B,730.883962
haircare,SKU198,52.085142,50,974,6198.245308,Female,10,18,30,9,Carrier C,4.682682,Supplier 5,Bangalore,16,846,19,56.891164,Pass,4.319685,Road,Route B,197.692878
haircare,SKU199,31.88945,88,980,1555.563205,Male,3,25,13,5,Carrier A,4.826176,Supplier 3,Delhi,20,962,13,34.479576,Pending,3.220196,Air,Route C,395.300273
haircare,SKU200,26.615181,63,868,3650.312533,Non-binary,57,9,75,7,Carrier B,3.588628,Supplier 1,Chennai,2,166,3,37.839532,Pending,2.323158,Sea,Route A,878.017168
cosmetics,SKU201,80.070837,84,802,7311.530965,Unknown,43,29,11,8,Carrier B,6.278891,Supplier 5,Kolkata,20,715,6,65.101317,Pass,3.634696,Rail,Route A,596.857768
haircare,SKU202,82.972124,68,588,5662.741689,Male,37,22,5,8,Carrier B,1.676129,Supplier 1,Mumbai,5,651,17,14.037955,Fail,0.748976,Road,Route A,640.835349
cosmetics,SKU203,13.994903,39,374,4165.089742,Unknown,30,15,23,2,Carrier C,8.920303,Supplier 5,Bangalore,16,216,10,34.122507,Pending,2.733697,Road,Route A,188.39902
skincare,SKU204,60.569969,94,130,8296.765642,Female,77,8,30,10,Carrier A,4.191083,Supplier 2,Bangalore,27,487,16,38.395712,Pending,4.806832,Sea,Route A,564.078223
skincare,SKU205,98.070516,83,334,5126.06636,Female,26,17,54,7,Carrier B,2.485282,Supplier 5,Delhi,9,152,15,9.819879,Pass,2.745305,Air,Route B,533.7308
skincare,SKU206,60.619781,38,390,7919.847925,Non-binary,27,16,11,2,Carrier B,7.498314,Supplier 2,Kolkata,2,112,16,50.0503,Fail,0.872325,Sea,Route B,779.598992
cosmetics,SKU207,91.261887,99,996,6277.660859,Female,26,11,15,6,Carrier C,3.386207,Supplier 1,Kolkata,28,950,22,31.257719,Pass,0.565942,Road,Route B,569.347305
haircare,SKU208,80.137723,24,67,7607.073409,Unknown,87,30,80,2,Carrier B,3.581173,Supplier 5,Mumbai,28,782,17,94.573203,Pass,3.780965,Road,Route C,347.955934
skincare,SKU209,3.274005,51,742,8586.359163,Non-binary,25,30,59,2,Carrier B,7.111925,Supplier 2,Kolkata,27,188,19,4.266513,Fail,4.337891,Road,Route A,975.524984
skincare,SKU210,24.381673,51,288,7597.748494,Non-binary,93,4,94,9,Carrier B,5.869635,Supplier 5,Mumbai,10,920,28,56.983051,Pending,0.343604,Rail,Route A,783.182142
skincare,SKU211,15.82044,30,317,6481.537494,Non-binary,72,6,94,10,Carrier B,9.712961,Supplier 5,Bangalore,11,577,29,27.301812,Pass,4.670069,Air,Route B,250.270741
haircare,SKU212,47.841914,54,83,3347.039055,Unknown,17,5,35,3,Carrier C,3.180661,Supplier 3,Kolkata,20,278,22,10.347697,Pending,4.598301,Air,Route B,505.660788
cosmetics,SKU213,59.981602,54,236,8734.325538,Unknown,69,6,92,2,Carrier C,8.258394,Supplier 2,Delhi,13,955,26,64.244599,Pending,1.306291,Road,Route C,554.079073
haircare,SKU214,16.411281,76,382,9160.117048,Unknown,67,20,85,7,Carrier A,3.824429,Supplier 1,Mumbai,18,793,15,97.406443,Pass,0.364636,Road,Route A,467.576489
skincare,SKU215,91.953786,79,169,4701.775035,Unknown,41,5,88,10,Carrier C,1.683094,Supplier 5,Bangalore,12,479,8,20.229046,Pass,4.551971,Air,Route A,693.480718
haircare,SKU216,36.160155,99,323,7837.049658,Non-binary,73,19,7,5,Carrier B,8.576983,Supplier 5,Kolkata,11,892,9,22.880732,Pending,4.668401,Rail,Route A,797.675089
haircare,SKU217,51.064904,97,956,1720.126877,Non-binary,66,23,14,7,Carrier A,3.197212,Supplier 3,Kolkata,13,938,21,41.978213,Pending,3.622947,Rail,Route A,822.139667
cosmetics,SKU218,16.381786,85,71,6622.623972,Female,31,5,60,8,Carrier A,7.603436,Supplier 1,Delhi,4,220,1,61.479534,Pass,1.941888,Rail,Route A,971.252193
haircare,SKU219,45.508216,50,428,2292.230051,Female,20,10,25,5,Carrier A,8.765386,Supplier 5,Chennai,15,353,9,42.120605,Pass,0.021769,Road,Route C,890.041074
cosmetics,SKU220,74.552034,7,433,6800.708213,Male,23,1,69,8,Carrier B,7.95632,Supplier 3,Bangalore,1,184,4,25.693877,Pending,0.257302,Rail,Route C,770.121592
skincare,SKU221,53.858538,71,461,1435.675189,Non-binary,51,23,67,1,Carrier C,5.44048,Supplier 5,Delhi,6,209,26,4.022914,Pending,4.675378,Rail,Route B,427.690882
cosmetics,SKU222,64.464884,52,910,8980.786145,Male,46,8,67,3,Carrier A,7.731661,Supplier 1,Chennai,1,683,21,81.393069,Pending,0.751548,Road,Route A,678.982973
cosmetics,SKU223,59.497727,10,511,5930.85178,Non-binary,60,23,84,3,Carrier B,7.951645,Supplier 4,Kolkata,10,738,26,55.962249,Pass,2.481828,Air,Route B,708.640314
cosmetics,SKU224,91.043624,53,846,1516.644705,Male,87,29,61,6,Carrier A,2.742881,Supplier 1,Delhi,25,870,19,12.516104,Fail,0.374383,Road,Route A,461.03619
cosmetics,SKU225,81.967978,5,637,1938.748209,Female,72,14,67,10,Carrier C,3.123244,Supplier 5,Kolkata,16,382,12,99.293489,Pending,4.536491,Road,Route A,495.468913
haircare,SKU226,75.393646,24,276,2408.205598,Male,12,23,62,10,Carrier A,4.674876,Supplier 5,Bangalore,21,226,12,87.091098,Pass,3.712969,Road,Route A,487.524712
cosmetics,SKU227,30.672812,85,501,7366.238106,Unknown,94,7,6,3,Carrier A,4.611511,Supplier 4,Bangalore,20,690,12,48.06869,Fail,0.708391,Road,Route C,776.182837
haircare,SKU228,38.335386,71,339,7493.530578,Unknown,75,15,12,4,Carrier C,5.718523,Supplier 4,Kolkata,23,527,12,23.390288,Pass,2.591364,Air,Route B,791.16637
skincare,SKU229,41.28245,86,331,7290.553642,Non-binary,11,9,89,6,Carrier B,3.617926,Supplier 1,Mumbai,9,181,15,30.107259,Fail,0.542567,Air,Route B,892.43786
skincare,SKU230,65.814316,82,116,6487.165691,Male,69,9,17,3,Carrier C,7.641195,Supplier 2,Delhi,7,268,10,32.156429,Fail,4.593232,Air,Route A,366.80508
haircare,SKU231,60.986959,96,154,9266.118081,Male,42,4,86,3,Carrier B,5.992537,Supplier 2,Kolkata,22,407,4,14.664504,Pass,0.972241,Rail,Route B,705.346784
haircare,SKU232,23.472879,59,78,9488.450362,Non-binary,21,15,22,6,Carrier A,4.334992,Supplier 2,Delhi,6,227,11,18.696345,Pending,4.29008,Rail,Route B,991.991761
haircare,SKU233,5.195172,96,477,5505.326489,Female,11,29,78,5,Carrier B,7.591401,Supplier 5,Chennai,1,397,15,29.749602,Pending,1.039928,Road,Route B,997.4258
haircare,SKU234,53.438649,99,10,6924.184335,Non-binary,57,8,87,6,Carrier B,6.081029,Supplier 4,Kolkata,21,859,3,1.212422,Fail,3.113892,Air,Route A,427.737674
cosmetics,SKU235,97.833095,35,964,3965.518226,Unknown,78,23,41,8,Carrier C,3.658384,Supplier 1,Chennai,8,309,10,17.264783,Pending,4.304718,Road,Route A,134.615418
haircare,SKU236,46.869034,49,412,2442.117329,Non-binary,85,24,19,7,Carrier B,7.799571,Supplier 4,Delhi,7,697,10,33.840146,Pending,0.43747,Rail,Route B,135.103536
skincare,SKU237,85.735354,23,727,4500.988684,Unknown,97,16,40,8,Carrier A,3.88192,Supplier 3,Kolkata,15,790,11,55.691183,Fail,1.511747,Air,Route A,802.639981
skincare,SKU238,28.888936,63,699,1673.631372,Non-binary,61,20,17,1,Carrier B,2.279676,Supplier 3,Delhi,12,419,13,64.847081,Pending,0.895036,Air,Route B,864.802043
cosmetics,SKU239,62.236115,91,729,1309.627183,Female,90,22,60,4,Carrier C,6.94222,Supplier 3,Mumbai,28,375,9,21.958456,Pass,2.439823,Road,Route B,750.471095
haircare,SKU240,53.183362,93,611,9223.813914,Male,2,1,86,4,Carrier B,5.377439,Supplier 4,Chennai,2,875,16,71.706439,Pending,4.278891,Rail,Route B,481.472555
skincare,SKU241,49.578945,80,114,5101.089964,Female,10,23,42,9,Carrier C,5.074717,Supplier 3,Delhi,13,667,9,47.73363,Pending,2.58947,Rail,Route A,398.300314
haircare,SKU242,7.330488,63,393,6729.183372,Female,61,9,89,8,Carrier A,6.72214,Supplier 1,Delhi,19,435,21,14.715094,Fail,0.411767,Rail,Route A,900.864611
cosmetics,SKU243,18.566652,39,52,4727.628369,Unknown,100,6,57,3,Carrier C,7.297782,Supplier 1,Chennai,1,870,20,77.012148,Pending,3.78833,Air,Route B,188.169664
cosmetics,SKU244,76.669869,34,218,8087.459417,Female,75,9,70,1,Carrier C,4.510331,Supplier 3,Chennai,20,352,24,34.044148,Pending,0.318014,Air,Route A,345.683672
haircare,SKU245,88.530195,49,285,2468.71904,Male,74,11,3,3,Carrier B,4.302214,Supplier 1,Kolkata,24,483,15,79.713639,Fail,0.614912,Rail,Route B,528.197487
haircare,SKU246,28.003094,6,399,9422.872055,Male,2,16,48,9,Carrier A,1.551101,Supplier 3,Kolkata,19,696,12,17.096852,Pending,4.08702,Air,Route A,540.39756
skincare,SKU247,61.957596,92,937,3471.556023,Female,2,14,53,8,Carrier C,9.683908,Supplier 5,Chennai,21,259,29,5.315282,Pending,1.436528,Road,Route B,326.097178
skincare,SKU248,89.670649,45,35,1245.295421,Unknown,81,18,74,10,Carrier A,3.067095,Supplier 5,Mumbai,2,466,18,13.816054,Pass,4.925806,Road,Route A,888.602365
cosmetics,SKU249,23.333376,66,228,2470.296382,Female,96,12,77,6,Carrier B,9.615255,Supplier 5,Mumbai,9,857,11,49.137386,Fail,2.62297,Rail,Route B,236.38923
haircare,SKU250,57.692637,100,134,1150.626276,Female,12,27,79,6,Carrier B,9.31625,Supplier 1,Mumbai,2,597,1,91.140571,Pending,1.587987,Road,Route B,983.219671
skincare,SKU251,91.833366,78,145,3007.421895,Female,58,15,3,1,Carrier C,5.462424,Supplier 4,Bangalore,7,880,5,95.456437,Pending,0.147332,Sea,Route B,251.725334
haircare,SKU252,86.195852,4,509,3615.94741,Male,79,13,82,4,Carrier A,7.040874,Supplier 5,Bangalore,14,443,29,97.835359,Pending,1.123446,Air,Route A,873.695957
haircare,SKU253,33.141767,71,560,2871.219876,Unknown,44,25,71,7,Carrier C,5.011581,Supplier 1,Mumbai,30,871,27,53.921895,Pending,0.827685,Road,Route B,320.615121
skincare,SKU254,7.032366,54,73,5580.731642,Female,23,25,21,7,Carrier A,9.784784,Supplier 3,Chennai,29,279,5,76.162874,Fail,2.632764,Road,Route A,628.553377
cosmetics,SKU255,34.732575,36,201,2672.287916,Male,16,2,37,7,Carrier B,5.62004,Supplier 3,Chennai,24,819,24,32.193486,Fail,1.580738,Road,Route C,480.161233
skincare,SKU256,20.973165,80,46,8491.110349,Male,42,8,75,7,Carrier A,8.621733,Supplier 4,Delhi,16,975,24,4.777652,Fail,4.433874,Sea,Route B,139.846957
skincare,SKU257,97.826476,74,769,9071.573804,Male,64,14,11,8,Carrier A,6.460143,Supplier 1,Chennai,3,792,1,69.148869,Fail,1.339292,Air,Route A,193.657841
skincare,SKU258,17.991702,74,847,8158.756234,Unknown,57,26,21,10,Carrier B,3.645946,Supplier 3,Mumbai,12,163,24,73.709747,Pending,4.370629,Air,Route B,982.731371
cosmetics,SKU259,25.798658,8,613,3311.672452,Non-binary,97,6,44,1,Carrier B,6.969806,Supplier 2,Kolkata,26,347,3,33.36218,Fail,0.159873,Air,Route A,949.009344
haircare,SKU260,37.992632,44,91,8821.063407,Non-binary,14,22,47,4,Carrier B,5.631842,Supplier 5,Kolkata,3,680,29,52.934898,Pending,2.930449,Road,Route B,366.113306
cosmetics,SKU261,56.089204,74,753,3695.786005,Non-binary,35,26,49,6,Carrier B,4.171272,Supplier 4,Mumbai,12,614,30,6.366885,Pass,4.454621,Air,Route A,575.616889
skincare,SKU262,50.85498,74,803,7250.867487,Male,52,15,36,3,Carrier C,5.884955,Supplier 2,Chennai,19,228,14,56.484886,Fail,4.136965,Rail,Route C,470.497188
haircare,SKU263,39.45612,98,809,6094.703178,Unknown,81,1,35,2,Carrier A,5.499765,Supplier 1,Bangalore,17,779,18,94.392783,Pending,1.613834,Sea,Route B,783.599554
haircare,SKU264,66.394948,83,593,1830.793401,Male,17,26,7,5,Carrier C,8.210094,Supplier 5,Bangalore,1,325,19,45.061117,Fail,3.211145,Air,Route B,141.959127
haircare,SKU265,64.040469,46,710,3368.293628,Female,71,7,42,4,Carrier B,7.773558,Supplier 2,Bangalore,4,943,8,49.663382,Fail,1.008696,Air,Route C,818.512731
skincare,SKU266,87.823561,32,755,5889.198061,Male,81,20,64,5,Carrier C,7.294151,Supplier 4,Delhi,7,141,3,25.163055,Fail,0.065424,Rail,Route C,454.438816
skincare,SKU267,52.61844,20,414,5025.68272,Male,93,4,85,2,Carrier A,4.401473,Supplier 3,Kolkata,10,687,6,58.357982,Fail,1.346161,Road,Route A,411.915278
haircare,SKU268,5.938706,88,705,8593.086101,Non-binary,35,26,55,6,Carrier C,9.444475,Supplier 4,Mumbai,4,243,28,40.410771,Fail,1.969489,Sea,Route A,642.972881
haircare,SKU269,90.470464,91,463,3275.274869,Non-binary,46,24,40,3,Carrier B,2.912706,Supplier 3,Mumbai,17,883,29,90.398302,Fail,3.530814,Rail,Route B,667.377076
skincare,SKU270,86.284485,41,523,7564.289607,Non-binary,70,17,88,3,Carrier A,4.927066,Supplier 3,Kolkata,12,673,19,38.315083,Fail,2.749744,Rail,Route B,132.276356
haircare,SKU271,15.2979,27,62,9648.848459,Unknown,62,2,51,1,Carrier A,4.00743,Supplier 1,Mumbai,10,879,13,83.564858,Pending,2.688801,Rail,Route B,565.573737
haircare,SKU272,37.610498,44,348,8702.070402,Male,65,4,42,5,Carrier C,3.200499,Supplier 3,Bangalore,24,246,16,77.036566,Fail,4.817502,Air,Route C,689.984031
cosmetics,SKU273,49.689834,96,341,5380.125483,Non-binary,95,18,80,5,Carrier B,9.397661,Supplier 1,Mumbai,7,973,14,96.438001,Fail,2.303289,Air,Route C,536.828558
cosmetics,SKU274,52.960273,39,965,5445.333275,Male,92,21,2,7,Carrier B,9.683422,Supplier 2,Chennai,26,784,11,39.611266,Pass,2.929452,Air,Route A,200.053599
skincare,SKU275,3.328163,43,793,9240.332183,Male,64,3,71,7,Carrier B,7.083484,Supplier 1,Kolkata,1,178,29,63.868358,Pass,4.878792,Sea,Route B,415.690168
haircare,SKU276,85.383208,53,497,3518.056678,Non-binary,18,1,70,8,Carrier B,7.083965,Supplier 2,Bangalore,20,381,22,17.645503,Pending,3.3376,Air,Route B,672.789985
